squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
78048,88,0,0,50,24540,8,10,2016,1,1,5153,3018,449,0,4,8519037
20371,29,0,0,41,57817,3,8,2021,0,1,78,6697,681,1,2,2405110
50419,47,0,1,74,99549,4,10,1999,1,0,4841,2955,391,0,7,4983350
94310,51,0,0,73,80137,10,4,1997,1,1,4294,8149,816,1,3,9615719
20601,37,1,1,72,31339,7,6,2001,1,0,9278,7212,591,1,9,529362.1
73458,20,0,1,56,27883,3,4,2002,1,1,5082,9698,691,0,8,6491005
35197,35,1,1,100,36669,4,6,2003,1,1,3372,255,274,1,7,2646547
86490,35,1,0,99,23151,7,5,2005,1,0,374,2440,160,1,9,9222164
50881,36,0,0,33,28835,8,7,1995,0,0,2097,1463,938,1,10,5276610
65847,52,0,1,67,7722,9,7,2011,1,1,8966,8195,867,0,3,6391220
94454,54,0,0,90,56486,8,5,2011,0,0,8429,8117,185,0,8,9076767
1575,27,0,0,30,25409,3,2,2000,1,0,2774,9439,254,1,5,422546
18400,63,1,1,13,33825,10,4,2004,1,1,7911,7763,204,0,1,1865794
23903,34,1,1,72,42530,8,6,2000,0,1,1799,2781,607,0,4,2173146
84550,3,1,0,15,16401,4,5,1997,0,1,7329,2890,323,0,4,8392073
75046,42,1,0,94,24936,1,5,2005,0,0,8349,9002,477,1,4,7223822
54471,86,0,0,20,9155,1,1,2019,1,1,4890,1946,430,1,7,4443972
55523,80,1,1,48,90909,7,1,1994,1,0,8112,9032,175,0,1,6058976
71446,29,0,0,52,89582,9,8,2012,1,0,3809,9017,702,0,2,7035850
79927,19,0,1,14,79437,3,6,2010,1,1,5153,2888,745,1,6,8679698
85421,44,1,1,59,27363,5,3,1994,0,0,8231,9548,769,1,8,9683545
45098,5,0,1,39,14286,5,9,1993,1,1,2531,4393,645,0,6,4714626
32554,34,1,1,14,67984,10,7,1991,0,1,3587,3946,264,0,2,3061947
92060,18,1,0,61,93344,10,7,1993,1,0,8348,3850,544,1,0,9155532
92594,39,1,0,54,51077,7,1,1994,0,0,9751,2573,705,1,4,9310352
39020,74,0,1,29,21813,6,4,1997,1,0,9988,3317,592,0,9,4784927
88925,19,0,0,87,33476,10,4,1995,0,1,4170,2490,146,1,9,9050799
17272,36,0,0,2,27787,1,4,2009,1,1,7193,9095,617,1,9,838199.9
77524,23,1,1,62,37659,5,4,1997,1,1,7713,7791,405,0,5,9092841
91579,45,1,1,18,66815,4,5,1999,1,0,9766,2669,263,0,2,9192958
90004,35,0,0,25,89779,10,6,2004,1,1,1575,7032,421,1,2,9740786
72349,55,1,0,33,91559,9,9,2020,0,0,6540,6218,628,0,6,7348359
22503,57,0,1,7,58020,4,5,2011,1,1,2128,5982,547,1,6,2555624
59816,52,0,1,85,60803,10,9,2000,0,0,8457,3944,656,1,5,6356518
73656,35,1,0,58,31162,7,8,2001,0,0,6900,1130,729,1,2,6901954
92537,26,0,0,20,86880,7,3,2001,1,1,5451,7769,453,0,9,9800022
48302,77,1,0,17,97685,7,8,1998,0,1,1497,5874,796,0,1,5492209
40862,15,1,1,24,46793,3,9,1990,1,0,3924,5708,613,1,0,3644721
24982,73,0,1,17,96784,10,8,2021,0,1,1047,6768,740,1,10,2979089
87119,11,1,0,47,17958,1,6,2015,0,1,6045,9909,116,0,4,8488737
95254,28,1,1,36,34321,5,6,2016,1,0,3386,8249,925,1,9,9502264
1492,97,1,1,68,84817,4,3,2010,0,0,5977,1702,970,1,7,271483
52558,28,0,0,22,48640,1,8,2009,1,1,6510,5721,402,0,6,4535024
63726,63,1,1,97,54855,6,2,1992,0,1,428,6697,725,1,1,5212614
88426,8,0,0,65,50157,1,5,2021,0,1,3026,1456,627,1,6,8365321
2704,11,1,0,13,82909,9,1,1992,0,1,5960,5531,637,0,5,593671.2
24223,99,1,1,79,81129,7,9,2013,0,1,3166,8253,695,0,4,2326048
11156,25,0,0,46,29433,1,4,2021,0,0,237,7760,487,1,6,601300.1
27148,81,1,0,54,75314,5,7,1995,1,0,8101,2580,916,1,0,2302032
12343,29,0,1,58,95032,4,2,2001,0,1,6579,6772,183,1,2,1633741
76945,29,0,0,12,86015,4,6,1998,0,1,8542,4952,837,0,2,8294256
101976,84,1,1,95,62672,7,9,2018,0,0,6502,5899,438,0,0,9234823
22114,50,1,1,88,98241,5,1,1996,1,0,8360,6076,664,1,0,2474388
26564,47,0,1,26,90423,5,6,1994,1,1,6671,7049,458,0,2,2571393
38275,26,1,0,32,57058,8,4,2021,1,1,8858,6225,476,0,5,4235571
36715,3,0,1,61,26275,8,3,2004,0,0,7221,8873,506,1,9,3659166
59146,66,1,0,50,54177,10,5,1990,0,0,1221,3922,532,0,3,5244356
24918,50,0,1,97,46271,1,3,2020,1,1,4233,2347,292,0,9,2350116
8489,100,1,1,67,48321,9,10,1991,1,0,3906,4349,857,0,5,489524.1
18750,87,1,1,68,53837,8,5,1995,1,1,225,5652,128,1,3,2409160
13631,51,0,1,75,85049,8,5,1998,0,1,792,5685,225,1,2,2122199
17215,26,0,0,84,37607,1,3,1990,1,1,8583,3962,481,0,10,1688656
7075,86,1,0,46,73311,4,2,2015,0,0,5060,1128,780,0,5,598330.5
72105,34,1,0,18,34756,5,4,1992,0,0,3660,5411,349,1,4,6065737
90250,74,0,1,26,27443,10,10,2007,1,1,7940,6646,816,1,9,8449685
98368,84,0,0,98,73616,1,5,1991,0,0,5345,5816,263,1,5,9462323
51219,74,1,1,35,57298,5,2,2017,0,0,8486,7441,329,0,0,5140291
37423,81,0,1,80,15086,9,9,2019,0,1,185,6296,998,1,7,3571699
98884,5,0,1,13,87969,9,4,2014,0,0,6455,1869,253,0,6,8964651
70722,98,1,1,27,30600,3,5,2018,0,0,4266,6327,387,1,7,7544518
65089,88,0,1,81,81480,3,9,1991,1,0,6350,5172,577,1,4,6879152
61173,81,1,1,89,50841,8,6,1996,1,1,1086,6191,309,1,1,5064582
36795,67,1,0,85,75326,3,10,2000,1,0,5131,5318,903,1,0,3800869
51797,23,0,0,27,76264,10,4,1993,1,1,2902,4897,360,1,2,4354872
95859,56,1,1,49,36365,6,1,2020,1,0,4749,5422,389,0,2,8635588
12889,4,0,1,30,43027,6,1,1999,1,1,8359,4050,819,0,4,425316.9
60508,25,1,1,79,15574,8,4,1994,0,1,5346,6149,423,1,8,7063951
48923,83,0,1,62,56356,7,9,1997,0,1,8613,8051,213,1,3,5529709
49443,24,1,0,94,21340,3,6,2000,0,1,4878,9438,235,0,10,5752637
32212,52,1,1,44,5308,3,2,1999,1,0,2898,1245,783,1,8,3908302
18036,86,1,0,84,74768,6,10,2011,1,0,7836,6015,440,0,6,2066924
33604,14,1,1,75,77326,3,7,2020,1,1,1502,3475,543,1,3,2709973
94750,74,0,0,68,89988,7,6,2002,0,1,1714,8261,195,1,9,9050629
85346,63,1,0,47,63089,7,7,2019,0,0,7161,2405,444,0,4,9823105
36910,53,1,1,33,74678,5,3,2013,0,0,5473,4040,607,0,4,3534721
94650,23,1,0,24,5657,8,8,1991,0,0,5515,4005,985,1,8,9118815
63518,82,1,0,39,71604,10,8,2002,0,1,2301,7443,962,1,10,6056366
83035,80,0,1,2,27930,5,5,2021,0,0,788,6935,274,0,7,7367010
42475,18,0,0,26,44155,4,5,2004,0,1,9330,1985,317,1,9,5566409
35682,34,0,1,89,80134,9,3,2009,0,1,1625,681,896,1,2,4238416
34338,81,1,1,96,19398,5,6,1993,0,0,9804,2336,762,1,8,4012822
85719,59,0,0,75,43163,10,10,2020,0,0,1272,7127,458,0,1,8363012
56498,47,1,1,15,97092,10,10,2009,0,0,8787,5248,894,1,3,6310266
48978,60,1,1,39,54867,2,1,2020,0,1,9431,5785,156,1,1,4964956
44780,83,1,1,77,84704,7,9,2003,0,0,8539,9957,544,0,5,4492731
86577,91,0,0,18,10621,7,10,2019,0,1,14,4112,925,0,10,7900638
38891,71,1,1,78,55216,10,3,2010,0,1,285,2887,908,0,1,4512392
12588,60,0,0,97,60433,8,8,2016,1,0,7658,532,716,1,5,1629126
29338,1,1,0,72,88751,6,6,2007,1,0,6155,468,851,1,8,2923566
25933,53,0,0,43,36821,9,4,1993,1,0,5705,2458,471,1,7,2951812
86509,65,0,0,6,37066,7,10,2021,1,1,2660,1222,393,0,5,8062885
93637,30,1,1,62,99801,9,4,2007,1,1,7991,5417,934,1,3,9878107
22137,38,0,1,23,6989,4,6,2018,1,1,115,5183,556,1,6,2322652
64249,99,0,1,80,52650,9,9,2006,1,1,8673,2478,210,1,5,6564902
19476,7,1,1,82,79069,1,1,1991,1,1,9973,6110,852,0,7,2649859
92271,58,0,1,33,70276,7,8,1994,1,1,5285,8336,814,1,7,8195110
26040,59,1,0,77,87458,8,3,2011,0,0,9984,1450,244,1,5,2793567
58169,40,0,0,51,83007,4,10,2015,1,1,7150,1562,916,0,0,5869063
81471,4,0,1,58,74057,6,4,2011,1,1,9905,3812,399,1,4,8498419
1506,85,1,0,65,54807,6,5,2018,0,0,9426,8113,555,0,9,972069.8
4995,51,1,1,36,52283,1,1,2000,1,0,4334,8090,195,1,8,211290
84385,55,1,0,68,72913,10,2,2015,1,0,723,3480,584,1,0,8325942
59642,4,0,0,83,65315,5,7,2000,0,1,6242,8332,435,0,4,7205640
84547,55,0,0,59,31003,9,2,1992,1,1,7370,3420,701,1,5,8025506
43769,30,1,1,68,90395,8,9,2020,0,0,9962,5955,953,0,6,3925158
97985,88,1,1,90,14403,10,6,2011,1,0,1532,69,513,0,10,8921569
86811,68,0,1,22,9328,3,6,2014,0,0,1035,8000,561,1,8,8694893
61892,70,0,1,98,17849,7,10,1993,0,1,8803,9549,685,0,9,5457690
3907,98,1,1,95,39298,8,9,2012,0,1,8073,6431,310,1,3,631788.2
28032,7,1,0,54,23861,9,5,1991,0,1,6224,5314,973,1,1,2895280
55590,76,1,0,56,16918,5,4,1994,0,1,5281,4318,123,1,0,5487947
21146,97,0,1,71,51955,8,7,2006,0,1,9901,2698,178,0,3,1804098
70911,14,0,0,66,18070,3,7,2020,0,0,4158,2960,898,1,2,6966840
79011,27,0,1,41,17376,8,2,2020,0,0,3800,9767,498,1,2,7024022
64744,63,0,0,67,33484,3,1,1992,0,1,6167,3575,863,1,0,6817092
2346,51,1,0,30,90758,8,5,2003,0,1,7067,6792,685,1,10,401773.3
66516,4,0,1,51,51831,10,9,2010,1,0,1985,7899,341,1,3,6736343
14944,33,0,1,88,73583,10,10,2021,0,1,5507,4311,780,0,3,1465494
61149,39,0,0,48,81696,9,1,1998,1,1,2353,9147,355,0,9,6156738
3165,68,1,1,79,40408,2,2,2018,0,1,3550,6866,408,0,4,198915.8
99576,28,1,0,88,61968,5,10,1994,1,1,592,1210,197,0,2,9242589
19537,100,0,1,67,80608,6,1,2005,0,0,6478,9195,722,1,6,2451623
59978,89,1,0,33,23092,7,4,1995,0,0,7276,5389,175,1,3,5597891
53826,95,1,0,100,99606,1,1,2021,1,1,5416,8410,792,0,0,5537353
94539,52,0,1,93,11880,1,4,1991,1,0,3572,559,866,0,9,9900883
55160,54,1,1,1,97919,4,9,2003,0,1,1830,7949,742,0,9,6112090
25120,41,0,1,98,63615,6,4,2006,0,1,5385,4766,558,1,3,1923062
301,49,1,0,40,17214,10,4,2006,1,1,4483,2631,419,1,8,473918.6
77659,7,1,0,89,83827,1,3,2012,1,0,5190,4148,262,0,7,8460164
70788,84,1,0,57,39271,2,6,1997,0,1,8926,2374,752,1,7,7607242
85258,62,0,0,15,62214,3,4,2009,0,1,2068,176,438,0,6,8184100
46158,98,1,1,41,70412,6,9,2013,1,0,5646,4458,953,0,3,4898638
28663,75,1,1,59,33784,3,4,2019,0,0,4225,9353,201,1,6,3009113
71295,85,1,0,33,73371,1,6,1996,0,1,1266,8952,139,0,6,7733830
88847,43,0,1,30,34433,8,6,2016,1,0,8718,2771,577,1,5,9353245
34642,22,1,0,91,93568,7,8,1998,0,1,9661,9245,789,0,5,4226999
83002,38,0,0,7,51141,9,4,1995,1,0,4229,2030,801,0,9,8421048
95787,7,1,1,83,35653,4,3,2005,0,0,9158,372,780,1,7,9393605
31967,77,1,1,51,97963,4,2,2019,1,1,8160,6635,154,0,2,4546371
39119,79,1,0,30,70948,7,8,2003,1,1,6044,2088,449,1,10,3711277
64270,30,0,0,17,75269,8,6,2015,0,0,3992,9150,223,0,8,6444811
19431,76,0,1,64,8319,6,10,2007,1,0,9049,8693,978,1,8,1419486
78340,100,0,1,4,7270,8,9,2017,1,1,2507,6043,653,1,6,7161547
12191,38,1,0,51,59267,3,10,2020,1,0,1798,861,588,1,6,1948643
49771,88,0,0,43,60814,3,10,2001,0,0,2001,4900,791,0,3,4353571
93576,76,0,0,53,6421,9,8,1999,1,0,880,3130,202,1,2,9052718
71926,85,1,0,95,36186,5,8,2011,1,0,3682,9214,480,1,2,7079399
54876,10,0,0,85,86210,1,9,2017,1,1,1815,8565,539,1,2,5216120
38708,18,0,1,80,85019,9,7,2008,0,0,7004,2823,786,0,2,2983868
60394,21,0,0,89,4962,10,10,1994,1,1,2673,756,452,1,2,5937010
31310,89,1,1,81,6743,10,10,2011,0,0,4095,8054,944,0,8,2686376
79193,47,0,1,47,16858,9,8,2004,0,1,282,3615,956,0,4,8415278
92817,86,1,1,91,37415,2,5,2015,1,0,5857,7551,167,1,7,8344869
71728,47,0,0,96,5857,1,9,1999,1,0,3354,9759,904,1,7,7286269
2320,24,1,1,21,9011,3,6,2000,0,0,245,5879,470,0,9,84190
33875,68,1,0,27,18808,9,4,2014,1,0,8571,187,598,0,0,3668075
61279,50,0,1,33,63757,10,7,2011,1,1,7430,5936,246,0,1,6663929
31063,66,0,1,86,10972,1,2,1990,0,1,7584,785,666,1,2,2203928
86217,20,0,0,63,58065,9,5,2001,1,1,2101,8122,253,0,3,9311390
68143,92,1,0,87,67799,2,9,2020,0,1,8610,5822,139,0,2,7078795
10989,93,0,1,72,25524,6,1,2005,1,0,2740,5630,453,1,10,848533.5
19504,93,0,0,70,74704,10,6,2016,0,0,4911,1562,333,1,3,1682174
73169,84,1,0,12,89969,5,3,2021,1,1,8384,5114,965,1,1,7182166
55706,6,0,0,14,84000,1,8,2008,0,1,8163,3294,316,0,2,5275761
4787,57,0,0,39,49609,9,9,1990,0,0,137,6883,786,1,9,413473
91417,74,1,1,25,87689,3,5,2000,0,0,773,6149,909,1,5,8399942
25274,36,1,1,37,16727,8,4,1993,0,0,8333,2048,573,0,0,1788728
17894,3,0,1,66,73565,7,1,2008,1,1,4215,2060,269,1,7,1405576
71372,86,0,1,23,41951,9,4,2011,1,0,6416,9644,631,0,10,7712796
12540,25,0,0,33,15992,3,7,1998,0,0,8687,867,211,0,9,690188.8
75543,44,0,0,25,22176,4,10,1996,1,1,6206,313,690,1,8,7716888
97891,64,0,0,73,64231,9,6,2006,0,1,2936,1346,772,1,1,9889485
89703,50,1,1,35,13446,2,5,1997,0,1,6666,1609,822,1,8,9439067
55725,20,0,1,96,40605,2,10,2005,0,1,3116,3804,115,1,10,6639628
30607,39,0,1,28,25795,7,8,1998,1,1,2272,2587,146,0,10,2730739
46641,24,1,0,34,82205,3,9,2016,1,0,3635,5514,356,1,10,4949043
100511,57,0,0,91,87207,7,10,2021,0,1,7003,6628,140,1,7,9018630
6765,65,0,1,69,7671,6,10,2020,1,0,5996,7540,108,1,5,1309340
26564,31,1,1,100,28936,6,3,1993,1,0,4467,3329,603,0,2,3361501
33573,29,1,1,84,99838,1,10,2000,0,0,4791,9352,602,0,9,4082603
77967,14,1,1,46,97862,2,4,2017,0,0,5076,1467,974,1,2,8122667
68034,81,1,1,5,71456,1,10,1997,0,0,9383,7649,569,1,2,6796747
13719,43,0,1,97,83820,4,1,1994,1,0,4212,8532,917,0,2,2099771
61537,69,1,1,69,35528,3,3,2014,0,1,3580,7954,730,0,7,6645574
52102,87,1,1,89,10814,1,10,2002,0,1,9927,238,831,0,5,5140738
24892,10,0,1,12,63073,7,3,1990,1,0,1856,2969,713,0,4,3324699
70103,92,1,1,100,4321,3,10,1993,0,1,8113,9070,438,1,10,7582698
24663,4,1,0,70,9412,5,1,2020,1,1,1434,5700,298,0,10,1396836
85679,85,0,0,51,29337,10,8,2021,0,1,7479,2097,447,1,9,8085195
23275,52,1,0,26,90964,2,10,2002,0,0,2501,498,123,1,3,2988358
96138,91,0,1,20,23925,5,2,1995,1,1,5331,2507,668,1,6,8103218
48954,83,1,1,26,68472,8,4,2019,1,1,1307,7015,411,1,1,4566601
4504,48,0,1,28,83598,9,3,2016,1,0,5927,8680,811,0,9,6197.6
73369,4,1,1,13,46478,2,9,1995,1,1,7692,6368,950,0,3,6885907
23349,82,0,1,58,15630,1,3,1993,0,0,7167,6929,190,1,2,2675278
36417,43,1,0,23,27105,2,7,2021,1,1,1517,7148,382,0,8,4653752
70021,55,0,0,8,39743,10,8,2019,0,0,5919,1635,154,1,10,5983402
10955,43,1,1,58,7818,1,1,1999,1,0,185,7129,754,1,2,1096170
59771,13,0,1,62,23316,4,4,2006,1,0,5182,8349,114,0,7,7096372
15176,33,1,0,38,75759,4,6,2018,0,0,923,3004,544,0,9,1184897
74404,14,1,1,81,16902,4,7,2003,1,0,2863,2396,621,1,0,6410649
60557,18,0,0,91,73010,10,3,2015,1,1,7969,840,879,0,7,5737690
55861,17,0,1,1,53361,4,6,1993,1,1,619,8032,424,0,8,5242540
70839,54,0,1,1,2053,4,2,2001,0,1,9549,5409,354,0,10,7086474
32385,23,0,0,81,84084,10,1,2002,1,1,2199,2424,599,0,1,3076275
21136,13,0,0,36,66887,8,10,2018,1,0,9979,152,334,0,1,1661246
5695,62,1,1,97,18199,6,2,2012,1,1,4099,2073,764,1,0,568940.2
10342,10,1,0,60,10900,2,3,2012,1,0,4492,7274,775,1,2,1225689
8032,24,0,0,53,78052,3,4,1992,0,1,7949,6819,134,0,9,1251206
53838,89,1,0,51,2036,9,2,2011,0,0,5354,5011,528,0,6,6132204
21388,55,0,0,48,27621,4,3,2006,0,0,2785,8311,292,0,7,1297205
90857,83,0,0,21,77949,3,2,1998,1,0,5884,3567,507,1,8,8543970
19331,33,1,0,27,1452,3,1,1992,0,0,2929,7491,468,0,6,796577.2
49719,93,1,1,89,21075,1,8,2016,0,1,3334,9130,719,0,5,5099257
51790,71,0,1,22,62086,4,8,1991,0,0,8619,8861,562,0,2,5354431
93139,77,1,0,75,37696,3,3,2015,0,0,5268,7017,302,1,10,8657610
20523,10,0,1,74,83758,2,3,1993,1,0,3157,6889,471,1,9,1796574
80124,24,0,0,27,69849,3,5,2021,0,1,4821,9985,438,1,8,7680671
44079,67,0,1,17,51436,9,1,2005,1,1,6917,3514,235,1,7,4048563
105838,98,1,0,79,38030,1,1,2011,0,1,8296,6111,495,0,5,9437065
19289,16,0,1,94,27517,6,3,2019,0,1,989,5169,105,1,1,1971873
57244,7,1,0,98,24546,1,2,2008,0,0,6138,4562,405,1,4,5025695
58926,73,1,1,24,11740,5,2,2004,0,0,5420,1466,623,0,3,5318532
65443,17,1,0,54,59437,4,9,2001,0,0,3620,922,217,1,7,6263245
63247,6,1,0,46,22064,7,8,2003,1,0,3359,2188,114,1,9,6635768
47182,50,1,0,27,84676,4,1,1993,1,1,4313,2008,939,0,3,4080598
56984,38,0,0,35,95952,1,8,2002,1,1,7656,1171,718,1,1,5956614
57620,28,1,0,4,70186,1,9,2018,0,1,5651,2170,423,0,1,6063325
85748,70,1,1,14,25701,4,8,1998,1,0,879,455,364,0,1,9616344
36270,64,0,0,18,2557,10,9,1990,1,1,9121,3098,383,1,5,4451951
45751,34,1,1,1,79484,9,6,2002,1,0,7966,7459,238,1,3,4072424
51309,53,0,1,9,53849,8,3,1991,0,1,9881,8847,418,1,4,4367841
98145,58,0,1,97,22812,7,2,2012,1,0,8286,6208,819,1,1,9810314
10863,73,0,1,6,62086,10,10,2012,1,1,9168,6768,912,1,5,720456.2
59335,53,0,0,88,42993,2,5,1999,0,1,9629,1626,178,0,3,5434787
64923,11,1,0,69,10759,4,10,2005,1,1,3729,1474,707,0,3,6756357
66215,70,0,0,65,20478,10,3,2017,1,1,4797,1882,281,1,9,6991885
24974,62,1,0,40,51559,9,1,2004,1,0,4848,5869,682,1,4,3167448
46496,64,1,0,19,70461,2,9,2008,1,0,6479,6685,194,0,4,4025833
69522,31,0,0,89,91810,4,3,2021,1,1,2893,6950,166,1,6,7558708
76483,67,0,1,94,51487,7,2,2006,0,1,4344,1645,828,1,1,8759119
80557,86,1,0,61,10655,5,5,1991,0,1,5703,1552,245,1,10,7761638
54625,28,0,1,55,47735,10,8,2019,1,0,1367,3163,974,0,0,4618005
35769,57,0,1,100,80407,9,2,2006,0,0,3145,9902,310,0,1,3622859
16716,46,0,1,58,49046,10,2,2009,1,0,5886,597,627,1,7,1580800
46373,76,0,0,32,93121,3,1,1992,1,1,6423,8856,569,1,8,5054608
42024,98,0,0,64,40630,9,8,1997,1,1,4989,9405,495,0,4,3503399
88036,52,1,0,43,65461,5,3,2008,1,1,1972,4336,695,0,1,8025044
95787,99,1,0,4,22067,4,10,2000,0,1,9084,340,898,0,5,9370760
72675,37,0,0,13,59519,2,9,2011,1,1,589,6587,969,0,7,7341801
5950,64,1,1,63,55888,5,7,2010,0,0,1113,6356,987,0,10,475552
37105,3,1,1,83,16355,8,7,1995,0,0,2558,3309,609,0,8,2516988
5555,45,0,0,11,38153,9,1,1998,1,1,4666,2621,459,0,4,765954.8
88482,34,1,0,39,73912,7,3,2010,0,0,8170,6042,984,1,4,9366587
53214,91,1,0,4,42256,9,2,2016,1,1,4450,7198,664,0,9,5316220
56796,26,1,1,11,8626,4,7,2012,0,0,2835,8002,333,0,0,5796637
78492,40,0,0,52,54699,6,5,2005,0,0,5519,206,194,0,0,8448521
52547,58,0,0,97,28966,2,6,2008,0,0,8229,4363,409,0,9,4860960
55144,45,0,0,54,69967,9,5,1998,1,0,6152,9751,783,1,4,5986961
28443,29,1,1,53,78322,6,3,2021,0,1,3301,6940,411,0,2,2887044
49756,90,1,0,56,56071,4,5,2013,0,0,4940,8585,983,0,9,4591121
22347,88,0,0,100,48241,6,7,2006,1,1,4219,7871,355,1,4,1881124
63661,97,0,1,83,8703,7,4,1997,0,0,1208,3713,333,0,5,6134976
16057,50,1,1,4,49121,2,9,1998,1,1,3451,4990,497,1,3,2142089
97825,86,0,1,64,1265,3,4,2008,0,0,4503,7928,928,0,6,9568786
10892,96,1,0,79,72852,9,4,2007,1,1,8277,4204,967,0,9,868228.7
103209,52,0,1,49,93512,7,8,1999,1,0,9644,4072,950,0,3,9133971
16299,28,1,0,92,35371,6,7,1998,0,0,8583,1004,147,0,7,769764.8
51648,12,1,1,81,63839,3,8,2018,0,1,8957,2609,815,1,8,5682030
41529,49,0,1,98,98513,2,3,2018,1,1,6682,9581,664,1,9,4048855
15585,58,1,0,49,93978,1,4,2020,1,1,3506,3320,139,1,8,922885
2537,80,1,1,52,55389,7,5,2010,1,1,7057,7031,741,1,6,650748
26218,89,0,1,42,83553,2,8,2018,1,1,43,3732,999,0,6,2320501
22677,43,1,0,4,5572,7,10,2017,0,0,1460,6541,664,0,9,2647997
34171,96,0,0,88,58102,10,6,2013,0,0,9034,90,826,1,6,2376981
95173,26,1,1,77,58537,1,10,1990,1,1,5183,2000,493,0,5,9244077
91356,4,0,0,59,77659,2,9,2020,0,0,342,8276,953,1,0,8644321
7277,44,1,1,30,84658,10,3,1994,1,0,3329,9622,835,0,3,1038137
19704,87,0,1,26,47978,4,6,2020,0,1,3974,7211,837,1,1,991627
74535,46,0,1,58,45889,3,10,2013,0,0,5236,1776,348,1,8,7040686
61713,60,0,0,45,75296,3,4,2018,0,1,2665,9284,841,1,0,6767846
7322,83,1,1,44,52126,10,4,2018,0,0,3500,733,732,0,9,298443.8
4827,42,1,0,65,52822,8,6,2019,1,1,8933,8978,277,0,4,883479.9
30558,5,0,1,96,42626,9,6,1995,1,1,7930,9128,141,1,9,4007613
15382,75,0,0,67,69016,3,9,2008,1,0,9068,4289,976,1,6,1155717
47975,31,0,0,98,83668,3,5,2013,1,0,9750,7409,423,0,0,4113781
88360,28,0,1,40,25035,7,5,2000,1,0,195,2238,697,1,2,9193114
42982,30,1,1,69,42532,9,10,2021,0,0,5941,5641,445,0,8,4595684
3763,47,0,1,59,29589,5,3,2001,0,1,4476,2053,899,0,8,54241.1
32850,56,1,0,61,75390,6,2,2004,1,0,3036,8473,329,0,2,3725308
6770,40,0,1,66,52451,1,10,1997,1,0,2915,5191,900,1,2,1180337
13912,94,0,0,56,99851,7,4,1996,0,0,7397,8570,308,1,10,598953.6
28408,99,1,1,75,82403,4,4,1997,0,0,3854,2438,207,1,3,1941386
44719,97,0,0,7,60293,4,3,1996,0,0,506,8511,880,1,2,3237513
30040,73,0,0,83,4970,5,2,1993,0,0,9556,8121,121,0,6,2868871
83743,82,1,0,26,65210,4,7,2002,0,0,5024,4287,948,1,10,8984749
67882,32,0,0,5,17524,9,7,2010,0,0,7748,9485,250,1,8,6477823
24483,12,0,0,64,81495,4,8,1992,0,0,1868,1371,150,1,0,1775361
21546,90,0,1,93,79188,1,8,2015,0,0,6085,6578,665,0,10,2397523
51512,68,1,0,19,51010,3,7,2015,1,0,8842,4008,734,1,0,4807720
32959,98,0,0,36,58565,3,6,2020,1,1,9743,1700,705,1,10,1745715
23237,88,1,1,3,18235,6,8,1994,0,1,8548,3330,313,1,1,2053200
1038,55,0,1,56,24848,6,7,2019,1,1,3216,1084,679,1,9,622348.9
81721,7,1,0,37,23443,9,6,2014,1,1,4537,5629,103,1,2,8498398
56413,71,1,0,15,97439,10,8,2012,0,1,187,9089,626,1,4,6609161
74498,79,1,1,15,30646,1,7,2005,1,0,202,5657,698,1,8,7897404
93785,30,0,0,4,17095,4,9,2002,0,0,9545,1344,501,1,2,9514358
51162,38,1,1,13,48360,4,9,2005,1,1,1340,3632,399,0,7,5454635
79052,98,1,0,64,93491,5,9,2002,1,0,8803,6687,768,0,3,8528647
38438,58,0,1,29,15447,8,9,2008,0,0,9059,4328,201,1,9,4086082
93020,80,0,1,82,65846,10,1,2004,0,0,3254,7812,482,0,0,8278960
76844,10,1,0,76,78549,1,2,2002,0,0,5032,7767,813,0,4,7308796
58284,25,0,0,93,2309,6,6,1992,1,0,2439,2443,527,1,4,5684214
78649,100,1,0,63,73080,10,8,2014,0,1,6371,5019,134,0,6,7845397
57346,46,1,1,64,50170,8,6,2000,1,1,6404,6739,998,1,8,5638742
61707,52,0,0,44,33691,1,5,2005,1,1,3822,9663,692,1,4,6066605
85927,39,0,1,37,89961,10,10,1992,0,1,9349,8127,516,0,2,8360325
66460,86,0,0,61,44526,10,2,2017,1,0,5743,5290,175,1,2,7197967
72699,37,1,0,62,28313,1,7,2020,1,0,8829,2341,563,0,4,6897507
72925,4,0,1,19,78020,4,1,2013,1,1,9783,989,513,0,7,7988275
7938,46,1,1,54,36800,3,6,2019,0,1,8832,4081,416,0,6,1698132
14644,8,0,0,73,26020,8,1,2019,0,0,8145,4420,968,1,9,1358994
2189,98,0,1,80,93410,7,5,2007,1,1,7325,6629,813,1,0,509158.7
81893,33,0,1,62,29301,3,3,1993,1,0,5314,274,806,1,10,8934719
72458,8,0,1,37,9244,9,10,2012,0,1,428,2077,909,1,0,6251002
75667,74,1,0,48,16796,6,9,2013,1,1,1473,8373,477,1,4,7476118
60883,81,0,1,39,73580,7,2,2006,0,1,3004,3488,983,1,1,5625305
70588,95,1,0,21,17551,4,10,2000,0,1,3649,5983,926,0,4,6680527
48844,8,1,1,95,3013,8,10,2006,1,0,87,5881,814,1,9,4765576
19307,26,0,0,77,32881,2,6,2007,0,0,9960,6450,811,1,0,2182863
